GRID_ID,DSP_CNT_IDEX,clustering,weight
38445214,23,11,1.04
37845114,23,11,1.04
37745114,23,11,1.04
39945214,24,11,1.04
39245224,25,11,1.04
38545294,26,11,1.04
39145274,26,11,1.04
40045254,27,5,1.06
39145194,29,5,1.06
38645244,30,5,1.06
38445254,30,5,1.06
38445224,30,5,1.06
40045264,31,5,1.06
39745314,31,5,1.06
39645324,31,5,1.06
39245204,33,5,1.06
39345244,34,5,1.06
38845304,34,5,1.06
40145264,34,5,1.06
38945074,34,5,1.06
38645324,36,5,1.06
39545294,37,5,1.06
39745274,39,5,1.06
39045254,40,5,1.06
39645334,41,5,1.06
39345234,42,5,1.06
39245264,44,5,1.06
38545254,45,5,1.06
39145284,45,5,1.06
39245284,46,5,1.06
39845224,47,5,1.06
39945264,48,5,1.06
39545324,50,5,1.06
39645294,53,5,1.06
38445244,53,5,1.06
39245194,55,13,1.08
39445324,59,13,1.08
39945254,64,13,1.08
39845264,67,13,1.08
39245214,68,13,1.08
38945304,68,13,1.08
40745144,74,13,1.08
39345224,81,13,1.08
39545334,81,13,1.08
39645304,82,13,1.08
38345224,102,7,1.1
39845244,104,7,1.1
39645344,110,7,1.1
39445304,111,7,1.1
39745254,116,7,1.1
39745234,129,7,1.1
38545244,157,3,1.12
38445234,166,3,1.12
39345284,176,3,1.12
39645234,182,3,1.12
39745244,187,3,1.12
39445244,197,3,1.12
39545304,224,8,1.1400000000000001
39645314,240,8,1.1400000000000001
39545314,250,8,1.1400000000000001
39445254,300,14,1.1600000000000001
39345254,310,14,1.1600000000000001
39745264,319,14,1.1600000000000001
39345274,325,14,1.1600000000000001
39345264,334,1,1.1800000000000002
39645284,342,1,1.1800000000000002
39645254,359,1,1.1800000000000002
39545284,362,1,1.1800000000000002
39445294,403,9,1.2000000000000002
39445284,411,9,1.2000000000000002
39645274,421,9,1.2000000000000002
39545244,436,9,1.2000000000000002
39445264,444,9,1.2000000000000002
39545264,496,6,1.2200000000000002
39645244,511,6,1.2200000000000002
39645264,608,4,1.2400000000000002
39445274,708,12,1.2600000000000002
39545274,961,2,1.2800000000000002
39545254,1085,10,1.3000000000000003
